,county,state,GeoFips
2376,Newberry,SC,45071
2377,Oconee,SC,45073
2378,Orangeburg,SC,45075
2379,Pickens,SC,45077
2380,Richland,SC,45079
2381,Saluda,SC,45081
2382,Spartanburg,SC,45083
2383,Sumter,SC,45085
2384,Union,SC,45087
2385,Williamsburg,SC,45089
2386,York,SC,45091
2387,Aurora,SD,46003
2388,Beadle,SD,46005
2389,Bennett,SD,46007
2390,Bon Homme,SD,46009
2391,Brookings,SD,46011
2392,Brown,SD,46013
2393,Brule,SD,46015
2394,Buffalo,SD,46017
2395,Butte,SD,46019
2396,Campbell,SD,46021
2397,Charles Mix,SD,46023
2398,Clark,SD,46025
2399,Clay,SD,46027
2400,Codington,SD,46029
2401,Corson,SD,46031
2402,Custer,SD,46033
2403,Davison,SD,46035
2404,Day,SD,46037
2405,Deuel,SD,46039
2406,Dewey,SD,46041
2407,Douglas,SD,46043
2408,Edmunds,SD,46045
2409,Fall River,SD,46047
2410,Faulk,SD,46049
2411,Grant,SD,46051
2412,Gregory,SD,46053
2413,Haakon,SD,46055
2414,Hamlin,SD,46057
2415,Hand,SD,46059
2416,Hanson,SD,46061
2417,Harding,SD,46063
2418,Hughes,SD,46065
2419,Hutchinson,SD,46067
2420,Hyde,SD,46069
2421,Jackson,SD,46071
2422,Jerauld,SD,46073
2423,Jones,SD,46075
2424,Kingsbury,SD,46077
2425,Lake,SD,46079
2426,Lawrence,SD,46081
2427,Lincoln,SD,46083
2428,Lyman,SD,46085
2429,McCook,SD,46087
2430,McPherson,SD,46089
2431,Marshall,SD,46091
2432,Meade,SD,46093
2433,Mellette,SD,46095
2434,Miner,SD,46097
2435,Minnehaha,SD,46099
2436,Moody,SD,46101
2437,Oglala Lakota,SD,46102
2438,Pennington,SD,46103
2439,Perkins,SD,46105
2440,Potter,SD,46107
2441,Roberts,SD,46109
2442,Sanborn,SD,46111
2443,Spink,SD,46115
2444,Stanley,SD,46117
2445,Sully,SD,46119
2446,Todd,SD,46121
2447,Tripp,SD,46123
2448,Turner,SD,46125
2449,Union,SD,46127
2450,Walworth,SD,46129
2451,Yankton,SD,46135
2452,Ziebach,SD,46137
2453,Anderson,TN,47001
2454,Bedford,TN,47003
2455,Benton,TN,47005
2456,Bledsoe,TN,47007
2457,Blount,TN,47009
2458,Bradley,TN,47011
2459,Campbell,TN,47013
2460,Cannon,TN,47015
2461,Carroll,TN,47017
2462,Carter,TN,47019
2463,Cheatham,TN,47021
2464,Chester,TN,47023
2465,Claiborne,TN,47025
2466,Clay,TN,47027
2467,Cocke,TN,47029
2468,Coffee,TN,47031
2469,Crockett,TN,47033
2470,Cumberland,TN,47035
2471,Davidson,TN,47037
2472,Decatur,TN,47039
2473,DeKalb,TN,47041
2474,Dickson,TN,47043
2475,Dyer,TN,47045
2476,Fayette,TN,47047
2477,Fentress,TN,47049
2478,Franklin,TN,47051
2479,Gibson,TN,47053
2480,Giles,TN,47055
2481,Grainger,TN,47057
2482,Greene,TN,47059
2483,Grundy,TN,47061
2484,Hamblen,TN,47063
2485,Hamilton,TN,47065
2486,Hancock,TN,47067
2487,Hardeman,TN,47069
2488,Hardin,TN,47071
2489,Hawkins,TN,47073
2490,Haywood,TN,47075
2491,Henderson,TN,47077
2492,Henry,TN,47079
2493,Hickman,TN,47081
2494,Houston,TN,47083
2495,Humphreys,TN,47085
2496,Jackson,TN,47087
2497,Jefferson,TN,47089
2498,Johnson,TN,47091
2499,Knox,TN,47093
2500,Lake,TN,47095
2501,Lauderdale,TN,47097
2502,Lawrence,TN,47099
2503,Lewis,TN,47101
2504,Lincoln,TN,47103
2505,Loudon,TN,47105
2506,McMinn,TN,47107
2507,McNairy,TN,47109
2508,Macon,TN,47111
2509,Madison,TN,47113
2510,Marion,TN,47115
2511,Marshall,TN,47117
2512,Maury,TN,47119
2513,Meigs,TN,47121
2514,Monroe,TN,47123
2515,Montgomery,TN,47125
2516,Moore,TN,47127
2517,Morgan,TN,47129
2518,Obion,TN,47131
2519,Overton,TN,47133
2520,Perry,TN,47135
2521,Pickett,TN,47137
2522,Polk,TN,47139
2523,Putnam,TN,47141
2524,Rhea,TN,47143
2525,Roane,TN,47145
2526,Robertson,TN,47147
2527,Rutherford,TN,47149
2528,Scott,TN,47151
2529,Sequatchie,TN,47153
2530,Sevier,TN,47155
2531,Shelby,TN,47157
2532,Smith,TN,47159
2533,Stewart,TN,47161
2534,Sullivan,TN,47163
2535,Sumner,TN,47165
2536,Tipton,TN,47167
2537,Trousdale,TN,47169
2538,Unicoi,TN,47171
2539,Union,TN,47173
2540,Van Buren,TN,47175
2541,Warren,TN,47177
2542,Washington,TN,47179
2543,Wayne,TN,47181
2544,Weakley,TN,47183
2545,White,TN,47185
2546,Williamson,TN,47187
2547,Wilson,TN,47189
2548,Anderson,TX,48001
2549,Andrews,TX,48003
2550,Angelina,TX,48005
2551,Aransas,TX,48007
2552,Archer,TX,48009
2553,Armstrong,TX,48011
2554,Atascosa,TX,48013
2555,Austin,TX,48015
2556,Bailey,TX,48017
2557,Bandera,TX,48019
2558,Bastrop,TX,48021
2559,Baylor,TX,48023
2560,Bee,TX,48025
2561,Bell,TX,48027
2562,Bexar,TX,48029
2563,Blanco,TX,48031
2564,Borden,TX,48033
2565,Bosque,TX,48035
2566,Bowie,TX,48037
2567,Brazoria,TX,48039
2568,Brazos,TX,48041
2569,Brewster,TX,48043
2570,Briscoe,TX,48045
2571,Brooks,TX,48047
2572,Brown,TX,48049
2573,Burleson,TX,48051
2574,Burnet,TX,48053
2575,Caldwell,TX,48055
2576,Calhoun,TX,48057
2577,Callahan,TX,48059
2578,Cameron,TX,48061
2579,Camp,TX,48063
2580,Carson,TX,48065
2581,Cass,TX,48067
2582,Castro,TX,48069
2583,Chambers,TX,48071
2584,Cherokee,TX,48073
2585,Childress,TX,48075
2586,Clay,TX,48077
2587,Cochran,TX,48079
2588,Coke,TX,48081
2589,Coleman,TX,48083
2590,Collin,TX,48085
2591,Collingsworth,TX,48087
2592,Colorado,TX,48089
2593,Comal,TX,48091
2594,Comanche,TX,48093
2595,Concho,TX,48095
2596,Cooke,TX,48097
2597,Coryell,TX,48099
2598,Cottle,TX,48101
2599,Crane,TX,48103
2600,Crockett,TX,48105
2601,Crosby,TX,48107
2602,Culberson,TX,48109
2603,Dallam,TX,48111
2604,Dallas,TX,48113
2605,Dawson,TX,48115
2606,Deaf Smith,TX,48117
2607,Delta,TX,48119
2608,Denton,TX,48121
2609,DeWitt,TX,48123
2610,Dickens,TX,48125
2611,Dimmit,TX,48127
2612,Donley,TX,48129
2613,Duval,TX,48131
2614,Eastland,TX,48133
2615,Ector,TX,48135
2616,Edwards,TX,48137
2617,Ellis,TX,48139
2618,El Paso,TX,48141
2619,Erath,TX,48143
2620,Falls,TX,48145
2621,Fannin,TX,48147
2622,Fayette,TX,48149
2623,Fisher,TX,48151
2624,Floyd,TX,48153
2625,Foard,TX,48155
2626,Fort Bend,TX,48157
2627,Franklin,TX,48159
2628,Freestone,TX,48161
2629,Frio,TX,48163
2630,Gaines,TX,48165
2631,Galveston,TX,48167
2632,Garza,TX,48169
2633,Gillespie,TX,48171
2634,Glasscock,TX,48173
2635,Goliad,TX,48175
2636,Gonzales,TX,48177
2637,Gray,TX,48179
2638,Grayson,TX,48181
2639,Gregg,TX,48183
2640,Grimes,TX,48185
2641,Guadalupe,TX,48187
2642,Hale,TX,48189
2643,Hall,TX,48191
2644,Hamilton,TX,48193
2645,Hansford,TX,48195
2646,Hardeman,TX,48197
2647,Hardin,TX,48199
2648,Harris,TX,48201
2649,Harrison,TX,48203
2650,Hartley,TX,48205
2651,Haskell,TX,48207
2652,Hays,TX,48209
2653,Hemphill,TX,48211
2654,Henderson,TX,48213
2655,Hidalgo,TX,48215
2656,Hill,TX,48217
2657,Hockley,TX,48219
2658,Hood,TX,48221
2659,Hopkins,TX,48223
2660,Houston,TX,48225
2661,Howard,TX,48227
2662,Hudspeth,TX,48229
2663,Hunt,TX,48231
2664,Hutchinson,TX,48233
2665,Irion,TX,48235
2666,Jack,TX,48237
2667,Jackson,TX,48239
2668,Jasper,TX,48241
2669,Jeff Davis,TX,48243
2670,Jefferson,TX,48245
2671,Jim Hogg,TX,48247
2672,Jim Wells,TX,48249
2673,Johnson,TX,48251
2674,Jones,TX,48253
2675,Karnes,TX,48255
2676,Kaufman,TX,48257
2677,Kendall,TX,48259
2678,Kenedy,TX,48261
2679,Kent,TX,48263
2680,Kerr,TX,48265
2681,Kimble,TX,48267
2682,King,TX,48269
2683,Kinney,TX,48271
2684,Kleberg,TX,48273
2685,Knox,TX,48275
2686,Lamar,TX,48277
2687,Lamb,TX,48279
2688,Lampasas,TX,48281
2689,La Salle,TX,48283
2690,Lavaca,TX,48285
2691,Lee,TX,48287
2692,Leon,TX,48289
2693,Liberty,TX,48291
2694,Limestone,TX,48293
2695,Lipscomb,TX,48295
2696,Live Oak,TX,48297
2697,Llano,TX,48299
2698,Loving,TX,48301
2699,Lubbock,TX,48303
2700,Lynn,TX,48305
2701,McCulloch,TX,48307
2702,McLennan,TX,48309
2703,McMullen,TX,48311
2704,Madison,TX,48313
2705,Marion,TX,48315
2706,Martin,TX,48317
2707,Mason,TX,48319
2708,Matagorda,TX,48321
2709,Maverick,TX,48323
2710,Medina,TX,48325
2711,Menard,TX,48327
2712,Midland,TX,48329
2713,Milam,TX,48331
2714,Mills,TX,48333
2715,Mitchell,TX,48335
2716,Montague,TX,48337
2717,Montgomery,TX,48339
2718,Moore,TX,48341
2719,Morris,TX,48343
2720,Motley,TX,48345
2721,Nacogdoches,TX,48347
2722,Navarro,TX,48349
2723,Newton,TX,48351
2724,Nolan,TX,48353
2725,Nueces,TX,48355
2726,Ochiltree,TX,48357
2727,Oldham,TX,48359
2728,Orange,TX,48361
2729,Palo Pinto,TX,48363
2730,Panola,TX,48365
2731,Parker,TX,48367
2732,Parmer,TX,48369
2733,Pecos,TX,48371
2734,Polk,TX,48373
2735,Potter,TX,48375
2736,Presidio,TX,48377
2737,Rains,TX,48379
2738,Randall,TX,48381
2739,Reagan,TX,48383
2740,Real,TX,48385
2741,Red River,TX,48387
2742,Reeves,TX,48389
2743,Refugio,TX,48391
2744,Roberts,TX,48393
2745,Robertson,TX,48395
2746,Rockwall,TX,48397
2747,Runnels,TX,48399
2748,Rusk,TX,48401
2749,Sabine,TX,48403
2750,San Augustine,TX,48405
2751,San Jacinto,TX,48407
2752,San Patricio,TX,48409
2753,San Saba,TX,48411
2754,Schleicher,TX,48413
2755,Scurry,TX,48415
2756,Shackelford,TX,48417
2757,Shelby,TX,48419
2758,Sherman,TX,48421
2759,Smith,TX,48423
2760,Somervell,TX,48425
2761,Starr,TX,48427
2762,Stephens,TX,48429
2763,Sterling,TX,48431
2764,Stonewall,TX,48433
2765,Sutton,TX,48435
2766,Swisher,TX,48437
2767,Tarrant,TX,48439
2768,Taylor,TX,48441
2769,Terrell,TX,48443
2770,Terry,TX,48445
2771,Throckmorton,TX,48447
2772,Titus,TX,48449
2773,Tom Green,TX,48451
2774,Travis,TX,48453
2775,Trinity,TX,48455
2776,Tyler,TX,48457
2777,Upshur,TX,48459
2778,Upton,TX,48461
2779,Uvalde,TX,48463
2780,Val Verde,TX,48465
2781,Van Zandt,TX,48467
2782,Victoria,TX,48469
2783,Walker,TX,48471
2784,Waller,TX,48473
2785,Ward,TX,48475
2786,Washington,TX,48477
2787,Webb,TX,48479
2788,Wharton,TX,48481
2789,Wheeler,TX,48483
2790,Wichita,TX,48485
2791,Wilbarger,TX,48487
2792,Willacy,TX,48489
2793,Williamson,TX,48491
2794,Wilson,TX,48493
2795,Winkler,TX,48495
2796,Wise,TX,48497
2797,Wood,TX,48499
2798,Yoakum,TX,48501
2799,Young,TX,48503
2800,Zapata,TX,48505
2801,Zavala,TX,48507
2802,Beaver,UT,49001
2803,Box Elder,UT,49003
2804,Cache,UT,49005
2805,Carbon,UT,49007
2806,Daggett,UT,49009
2807,Davis,UT,49011
2808,Duchesne,UT,49013
2809,Emery,UT,49015
2810,Garfield,UT,49017
2811,Grand,UT,49019
2812,Iron,UT,49021
2813,Juab,UT,49023
2814,Kane,UT,49025
2815,Millard,UT,49027
2816,Morgan,UT,49029
2817,Piute,UT,49031
2818,Rich,UT,49033
2819,Salt Lake,UT,49035
2820,San Juan,UT,49037
2821,Sanpete,UT,49039
2822,Sevier,UT,49041
2823,Summit,UT,49043
2824,Tooele,UT,49045
2825,Uintah,UT,49047
2826,Utah,UT,49049
2827,Wasatch,UT,49051
2828,Washington,UT,49053
2829,Wayne,UT,49055
2830,Weber,UT,49057
2831,Addison,VT,50001
2832,Bennington,VT,50003
2833,Caledonia,VT,50005
2834,Chittenden,VT,50007
2835,Essex,VT,50009
2836,Franklin,VT,50011
2837,Grand Isle,VT,50013
2838,Lamoille,VT,50015
2839,Orange,VT,50017
2840,Orleans,VT,50019
2841,Rutland,VT,50021
2842,Washington,VT,50023
2843,Windham,VT,50025
2844,Windsor,VT,50027
2845,Accomack,VA,51001
2846,Amelia,VA,51007
2847,Amherst,VA,51009
2848,Appomattox,VA,51011
2849,Arlington,VA,51013
2850,Bath,VA,51017
2851,Bedford,VA,51019
2852,Bland,VA,51021
2853,Botetourt,VA,51023
2854,Brunswick,VA,51025
2855,Buchanan,VA,51027
2856,Buckingham,VA,51029
2857,Caroline,VA,51033
2858,Charles City,VA,51036
2859,Charlotte,VA,51037
2860,Chesterfield,VA,51041
2861,Clarke,VA,51043
2862,Craig,VA,51045
2863,Culpeper,VA,51047
2864,Cumberland,VA,51049
2865,Dickenson,VA,51051
2866,Essex,VA,51057
2867,Fauquier,VA,51061
2868,Floyd,VA,51063
2869,Fluvanna,VA,51065
2870,Franklin,VA,51067
2871,Giles,VA,51071
2872,Gloucester,VA,51073
2873,Goochland,VA,51075
2874,Grayson,VA,51077
2875,Greene,VA,51079
2876,Halifax,VA,51083
2877,Hanover,VA,51085
2878,Henrico,VA,51087
2879,Highland,VA,51091
2880,Isle of Wight,VA,51093
2881,King and Queen,VA,51097
2882,King George,VA,51099
2883,King William,VA,51101
2884,Lancaster,VA,51103
2885,Lee,VA,51105
2886,Loudoun,VA,51107
2887,Louisa,VA,51109
2888,Lunenburg,VA,51111
2889,Madison,VA,51113
2890,Mathews,VA,51115
2891,Mecklenburg,VA,51117
2892,Middlesex,VA,51119
2893,Nelson,VA,51125
2894,New Kent,VA,51127
2895,Northampton,VA,51131
2896,Northumberland,VA,51133
2897,Nottoway,VA,51135
2898,Orange,VA,51137
2899,Page,VA,51139
2900,Patrick,VA,51141
2901,Powhatan,VA,51145
2902,Prince Edward,VA,51147
2903,Pulaski,VA,51155
2904,Rappahannock,VA,51157
2905,Richmond,VA,51159
2906,Russell,VA,51167
2907,Scott,VA,51169
2908,Shenandoah,VA,51171
2909,Smyth,VA,51173
2910,Stafford,VA,51179
2911,Surry,VA,51181
2912,Sussex,VA,51183
2913,Tazewell,VA,51185
2914,Warren,VA,51187
2915,Westmoreland,VA,51193
2916,Wythe,VA,51197
2917,Alexandria (Independent City),VA,51510
2918,Chesapeake (Independent City),VA,51550
2919,Hampton (Independent City),VA,51650
2920,Newport News (Independent City),VA,51700
2921,Norfolk (Independent City),VA,51710
2922,Portsmouth (Independent City),VA,51740
2923,Richmond (Independent City),VA,51760
2924,Roanoke (Independent City),VA,51770
2925,Suffolk (Independent City),VA,51800
2926,Virginia Beach (Independent City),VA,51810
2927,Albemarle + Charlottesville,VA,51901
2928,Alleghany + Covington,VA,51903
2929,"Augusta, Staunton + Waynesboro",VA,51907
2930,Campbell + Lynchburg,VA,51911
2931,Carroll + Galax,VA,51913
2932,"Dinwiddie, Colonial Heights + Petersburg",VA,51918
2933,"Fairfax, Fairfax City + Falls Church",VA,51919
2934,Frederick + Winchester,VA,51921
2935,Greensville + Emporia,VA,51923
2936,Henry + Martinsville,VA,51929
2937,James City + Williamsburg,VA,51931
2938,Montgomery + Radford,VA,51933
2939,Pittsylvania + Danville,VA,51939
2940,Prince George + Hopewell,VA,51941
2941,"Prince William, Manassas + Manassas Park",VA,51942
2942,Roanoke + Salem,VA,51944
2943,"Rockbridge, Buena Vista + Lexington",VA,51945
2944,Rockingham + Harrisonburg,VA,51947
2945,Southampton + Franklin,VA,51949
2946,Spotsylvania + Fredericksburg,VA,51951
2947,Washington + Bristol,VA,51953
2948,Wise + Norton,VA,51955
2949,York + Poquoson,VA,51958
2950,Adams,WA,53001
2951,Asotin,WA,53003
2952,Benton,WA,53005
2953,Chelan,WA,53007
2954,Clallam,WA,53009
2955,Clark,WA,53011
2956,Columbia,WA,53013
2957,Cowlitz,WA,53015
2958,Douglas,WA,53017
2959,Ferry,WA,53019
2960,Franklin,WA,53021
2961,Garfield,WA,53023
2962,Grant,WA,53025
2963,Grays Harbor,WA,53027
2964,Island,WA,53029
2965,Jefferson,WA,53031
2966,King,WA,53033
2967,Kitsap,WA,53035
2968,Kittitas,WA,53037
2969,Klickitat,WA,53039
2970,Lewis,WA,53041
2971,Lincoln,WA,53043
2972,Mason,WA,53045
2973,Okanogan,WA,53047
2974,Pacific,WA,53049
2975,Pend Oreille,WA,53051
2976,Pierce,WA,53053
2977,San Juan,WA,53055
2978,Skagit,WA,53057
2979,Skamania,WA,53059
2980,Snohomish,WA,53061
2981,Spokane,WA,53063
2982,Stevens,WA,53065
2983,Thurston,WA,53067
2984,Wahkiakum,WA,53069
2985,Walla Walla,WA,53071
2986,Whatcom,WA,53073
2987,Whitman,WA,53075
2988,Yakima,WA,53077
2989,Barbour,WV,54001
2990,Berkeley,WV,54003
2991,Boone,WV,54005
2992,Braxton,WV,54007
2993,Brooke,WV,54009
2994,Cabell,WV,54011
2995,Calhoun,WV,54013
2996,Clay,WV,54015
2997,Doddridge,WV,54017
2998,Fayette,WV,54019
2999,Gilmer,WV,54021
3000,Grant,WV,54023
3001,Greenbrier,WV,54025
3002,Hampshire,WV,54027
3003,Hancock,WV,54029
3004,Hardy,WV,54031
3005,Harrison,WV,54033
3006,Jackson,WV,54035
3007,Jefferson,WV,54037
3008,Kanawha,WV,54039
3009,Lewis,WV,54041
3010,Lincoln,WV,54043
3011,Logan,WV,54045
3012,McDowell,WV,54047
3013,Marion,WV,54049
3014,Marshall,WV,54051
3015,Mason,WV,54053
3016,Mercer,WV,54055
3017,Mineral,WV,54057
3018,Mingo,WV,54059
3019,Monongalia,WV,54061
3020,Monroe,WV,54063
3021,Morgan,WV,54065
3022,Nicholas,WV,54067
3023,Ohio,WV,54069
3024,Pendleton,WV,54071
3025,Pleasants,WV,54073
3026,Pocahontas,WV,54075
3027,Preston,WV,54077
3028,Putnam,WV,54079
3029,Raleigh,WV,54081
3030,Randolph,WV,54083
3031,Ritchie,WV,54085
3032,Roane,WV,54087
3033,Summers,WV,54089
3034,Taylor,WV,54091
3035,Tucker,WV,54093
3036,Tyler,WV,54095
3037,Upshur,WV,54097
3038,Wayne,WV,54099
3039,Webster,WV,54101
3040,Wetzel,WV,54103
3041,Wirt,WV,54105
3042,Wood,WV,54107
3043,Wyoming,WV,54109
3044,Adams,WI,55001
3045,Ashland,WI,55003
3046,Barron,WI,55005
3047,Bayfield,WI,55007
3048,Brown,WI,55009
3049,Buffalo,WI,55011
3050,Burnett,WI,55013
3051,Calumet,WI,55015
3052,Chippewa,WI,55017
3053,Clark,WI,55019
3054,Columbia,WI,55021
3055,Crawford,WI,55023
3056,Dane,WI,55025
3057,Dodge,WI,55027
3058,Door,WI,55029
3059,Douglas,WI,55031
3060,Dunn,WI,55033
3061,Eau Claire,WI,55035
3062,Florence,WI,55037
3063,Fond du Lac,WI,55039
3064,Forest,WI,55041
3065,Grant,WI,55043
3066,Green,WI,55045
3067,Green Lake,WI,55047
3068,Iowa,WI,55049
3069,Iron,WI,55051
3070,Jackson,WI,55053
3071,Jefferson,WI,55055
3072,Juneau,WI,55057
3073,Kenosha,WI,55059
3074,Kewaunee,WI,55061
3075,La Crosse,WI,55063
3076,Lafayette,WI,55065
3077,Langlade,WI,55067
3078,Lincoln,WI,55069
3079,Manitowoc,WI,55071
3080,Marathon,WI,55073
3081,Marinette,WI,55075
3082,Marquette,WI,55077
3083,Menominee,WI,55078
3084,Milwaukee,WI,55079
3085,Monroe,WI,55081
3086,Oconto,WI,55083
3087,Oneida,WI,55085
3088,Outagamie,WI,55087
3089,Ozaukee,WI,55089
3090,Pepin,WI,55091
3091,Pierce,WI,55093
3092,Polk,WI,55095
3093,Portage,WI,55097
3094,Price,WI,55099
3095,Racine,WI,55101
3096,Richland,WI,55103
3097,Rock,WI,55105
3098,Rusk,WI,55107
3099,St. Croix,WI,55109
3100,Sauk,WI,55111
3101,Sawyer,WI,55113
3102,Shawano,WI,55115
3103,Sheboygan,WI,55117
3104,Taylor,WI,55119
3105,Trempealeau,WI,55121
3106,Vernon,WI,55123
3107,Vilas,WI,55125
3108,Walworth,WI,55127
3109,Washburn,WI,55129
3110,Washington,WI,55131
3111,Waukesha,WI,55133
3112,Waupaca,WI,55135
3113,Waushara,WI,55137
3114,Winnebago,WI,55139
3115,Wood,WI,55141
3116,Shawano (includes Menominee),WI,55901
3117,Albany,WY,56001
3118,Big Horn,WY,56003
3119,Campbell,WY,56005
3120,Carbon,WY,56007
3121,Converse,WY,56009
3122,Crook,WY,56011
3123,Fremont,WY,56013
3124,Goshen,WY,56015
3125,Hot Springs,WY,56017
3126,Johnson,WY,56019
3127,Laramie,WY,56021
3128,Lincoln,WY,56023
3129,Natrona,WY,56025
3130,Niobrara,WY,56027
3131,Park,WY,56029
3132,Platte,WY,56031
3133,Sheridan,WY,56033
3134,Sublette,WY,56035
3135,Sweetwater,WY,56037
3136,Teton,WY,56039
3137,Uinta,WY,56041
3138,Washakie,WY,56043
3139,Weston,WY,56045
