,GeoFips,per_capita_income
2114,39093,51157
2115,39095,51024
2116,39097,46679
2117,39099,47729
2118,39101,41449
2119,39103,60514
2120,39105,39644
2121,39107,54527
2122,39109,52469
2123,39111,41242
2124,39113,51618
2125,39115,38583
2126,39117,44282
2127,39119,46070
2128,39121,30397
2129,39123,57446
2130,39125,46097
2131,39127,41913
2132,39129,46033
2133,39131,42774
2134,39133,48285
2135,39135,45016
2136,39137,54646
2137,39139,43928
2138,39141,42348
2139,39143,46113
2140,39145,43820
2141,39147,44993
2142,39149,49956
2143,39151,49592
2144,39153,56821
2145,39155,45142
2146,39157,47937
2147,39159,64147
2148,39161,47339
2149,39163,38881
2150,39165,65855
2151,39167,47365
2152,39169,49901
2153,39171,46040
2154,39173,51147
2155,39175,50573
2156,40001,32724
2157,40003,43043
2158,40005,34758
2159,40007,57190
2160,40009,41041
2161,40011,44435
2162,40013,37561
2163,40015,39673
2164,40017,48267
2165,40019,45874
2166,40021,35764
2167,40023,35627
2168,40025,68446
2169,40027,48042
2170,40029,38938
2171,40031,45432
2172,40033,47794
2173,40035,41477
2174,40037,44706
2175,40039,43373
2176,40041,35435
2177,40043,51656
2178,40045,55592
2179,40047,46702
2180,40049,42189
2181,40051,43506
2182,40053,53075
2183,40055,32547
2184,40057,45688
2185,40059,50223
2186,40061,33617
2187,40063,43758
2188,40065,46426
2189,40067,37467
2190,40069,38971
2191,40071,44718
2192,40073,58591
2193,40075,40736
2194,40077,35756
2195,40079,35362
2196,40081,39164
2197,40083,46102
2198,40085,40353
2199,40087,49683
2200,40089,35511
2201,40091,38217
2202,40093,45667
2203,40095,36800
2204,40097,39149
2205,40099,45419
2206,40101,39894
2207,40103,47378
2208,40105,39961
2209,40107,33520
2210,40109,56971
2211,40111,37367
2212,40113,38588
2213,40115,40876
2214,40117,39491
2215,40119,40487
2216,40121,40786
2217,40123,47748
2218,40125,40043
2219,40127,35650
2220,40129,46054
2221,40131,50583
2222,40133,37463
2223,40135,36537
2224,40137,46027
2225,40139,55434
2226,40141,38316
2227,40143,65519
2228,40145,43111
2229,40147,58010
2230,40149,38017
2231,40151,47226
2232,40153,40710
2233,41001,46277
2234,41003,50399
2235,41005,64791
2236,41007,48777
2237,41009,48749
2238,41011,50581
2239,41013,46179
2240,41015,48046
2241,41017,61216
2242,41019,46342
2243,41021,67754
2244,41023,47569
2245,41025,47009
2246,41027,60225
2247,41029,51824
2248,41031,39552
2249,41033,46913
2250,41035,44513
2251,41037,47402
2252,41039,49583
2253,41041,47231
2254,41043,48040
2255,41045,37964
2256,41047,48135
2257,41049,58541
2258,41051,63852
2259,41053,45660
2260,41055,66349
2261,41057,48060
2262,41059,46209
2263,41061,45242
2264,41063,50303
2265,41065,48643
2266,41067,66831
2267,41069,41366
2268,41071,51028
2269,42001,54172
2270,42003,68777
2271,42005,51200
2272,42007,55449
2273,42009,46246
2274,42011,55953
2275,42013,52096
2276,42015,45979
2277,42017,80627
2278,42019,64732
2279,42021,48637
2280,42023,53654
2281,42025,56868
2282,42027,50615
2283,42029,91927
2284,42031,45427
2285,42033,50648
2286,42035,46338
2287,42037,47464
2288,42039,46356
2289,42041,61596
2290,42043,56792
2291,42045,73588
2292,42047,53592
2293,42049,50536
2294,42051,48007
2295,42053,28271
2296,42055,51979
2297,42057,48976
2298,42059,49103
2299,42061,43555
2300,42063,44472
2301,42065,48971
2302,42067,50257
2303,42069,52580
2304,42071,58434
2305,42073,49059
2306,42075,52743
2307,42077,58402
2308,42079,50391
2309,42081,48721
2310,42083,47361
2311,42085,47063
2312,42087,44242
2313,42089,48409
2314,42091,86340
2315,42093,62658
2316,42095,60179
2317,42097,47336
2318,42099,50095
2319,42101,58941
2320,42103,53289
2321,42105,47910
2322,42107,47425
2323,42109,47000
2324,42111,47035
2325,42113,51266
2326,42115,49114
2327,42117,45319
2328,42119,45235
2329,42121,47125
2330,42123,46793
2331,42125,62473
2332,42127,49172
2333,42129,57951
2334,42131,50959
2335,42133,55761
2336,44001,83127
2337,44003,65299
2338,44005,76214
2339,44007,53844
2340,44009,71717
2341,45001,38033
2342,45003,47118
2343,45005,38991
2344,45007,43459
2345,45009,37596
2346,45011,38682
2347,45013,61298
2348,45015,44134
2349,45017,44655
2350,45019,66656
2351,45021,36567
2352,45023,38931
2353,45025,34477
2354,45027,38001
2355,45029,40336
2356,45031,41928
2357,45033,33030
2358,45035,42662
2359,45037,41178
2360,45039,41827
2361,45041,46749
2362,45043,51775
2363,45045,52213
2364,45047,40786
2365,45049,39185
2366,45051,42110
2367,45053,34446
2368,45055,45782
2369,45057,52999
2370,45059,38108
2371,45061,36638
2372,45063,50188
2373,45065,42422
2374,45067,36606
2375,45069,35748
2376,45071,41910
2377,45073,47511
2378,45075,38730
2379,45077,41770
2380,45079,49678
2381,45081,37637
2382,45083,46543
2383,45085,43003
2384,45087,37515
2385,45089,38528
2386,45091,51772
2387,46003,50586
2388,46005,54493
2389,46007,41856
2390,46009,43555
2391,46011,49278
2392,46013,62587
2393,46015,54352
2394,46017,26748
2395,46019,41250
2396,46021,71645
2397,46023,47405
2398,46025,70492
2399,46027,43533
2400,46029,55331
2401,46031,31442
2402,46033,53169
2403,46035,55832
2404,46037,64064
2405,46039,62036
2406,46041,45889
2407,46043,62134
2408,46045,67747
2409,46047,51509
2410,46049,67007
2411,46051,65019
2412,46053,50244
2413,46055,66588
2414,46057,51773
2415,46059,69452
2416,46061,72728
2417,46063,50355
2418,46065,55872
2419,46067,59341
2420,46069,64756
2421,46071,30705
2422,46073,49991
2423,46075,59264
2424,46077,70268
2425,46079,57367
2426,46081,55779
2427,46083,74493
2428,46085,46934
2429,46087,60576
2430,46089,60086
2431,46091,65540
2432,46093,49875
2433,46095,33840
2434,46097,65604
2435,46099,64846
2436,46101,60754
2437,46102,29721
2438,46103,56496
2439,46105,48591
2440,46107,87915
2441,46109,46059
2442,46111,61709
2443,46115,71321
2444,46117,60870
2445,46119,100301
2446,46121,28440
2447,46123,56765
2448,46125,69250
2449,46127,123000
2450,46129,54033
2451,46135,55638
2452,46137,26103
2453,47001,46225
2454,47003,41795
2455,47005,36438
2456,47007,29572
2457,47009,48601
2458,47011,42546
2459,47013,37229
2460,47015,39178
2461,47017,38461
2462,47019,36431
2463,47021,48180
2464,47023,38107
2465,47025,38347
2466,47027,34456
2467,47029,36279
2468,47031,42990
2469,47033,42410
2470,47035,40087
2471,47037,71659
2472,47039,44401
2473,47041,42229
2474,47043,44476
2475,47045,44761
2476,47047,59214
2477,47049,36398
2478,47051,42890
2479,47053,41846
2480,47055,41074
2481,47057,37480
2482,47059,39310
2483,47061,36129
2484,47063,40627
2485,47065,55911
2486,47067,31243
2487,47069,33036
2488,47071,43171
2489,47073,37460
2490,47075,37669
2491,47077,39940
2492,47079,44075
2493,47081,36316
2494,47083,36777
2495,47085,41569
2496,47087,34645
2497,47089,40493
2498,47091,35745
2499,47093,54642
2500,47095,25921
2501,47097,35267
2502,47099,37918
2503,47101,38830
2504,47103,45271
2505,47105,53519
2506,47107,39986
2507,47109,35687
2508,47111,35472
2509,47113,46574
2510,47115,42471
2511,47117,42427
2512,47119,47100
2513,47121,37539
2514,47123,37822
2515,47125,45871
2516,47127,44085
2517,47129,33373
2518,47131,45152
2519,47133,37105
2520,47135,37130
2521,47137,40804
2522,47139,36639
2523,47141,42722
2524,47143,38408
2525,47145,44706
2526,47147,46746
2527,47149,45374
2528,47151,33425
2529,47153,42009
2530,47155,44209
2531,47157,53855
2532,47159,42452
2533,47161,44108
2534,47163,45789
2535,47165,52403
2536,47167,43147
2537,47169,32960
2538,47171,39357
2539,47173,35370
2540,47175,34084
2541,47177,37857
2542,47179,47940
2543,47181,32631
2544,47183,41159
2545,47185,36062
2546,47187,94748
2547,47189,53628
2548,48001,38807
2549,48003,50248
2550,48005,42536
2551,48007,54374
2552,48009,55290
2553,48011,60233
2554,48013,41599
2555,48015,55686
2556,48017,49737
2557,48019,48461
2558,48021,42177
2559,48023,53984
2560,48025,31834
2561,48027,46594
2562,48029,48569
2563,48031,58805
2564,48033,66783
2565,48035,45635
2566,48037,44151
2567,48039,51812
2568,48041,43430
2569,48043,52483
2570,48045,45758
2571,48047,41529
2572,48049,42771
2573,48051,49975
2574,48053,53751
2575,48055,38734
2576,48057,52180
2577,48059,45798
2578,48061,33690
2579,48063,40272
2580,48065,48021
2581,48067,41275
2582,48069,71612
2583,48071,59687
2584,48073,38190
2585,48075,34028
2586,48077,48038
2587,48079,44903
2588,48081,45856
2589,48083,47128
2590,48085,71246
2591,48087,44903
2592,48089,51732
2593,48091,62994
2594,48093,47959
2595,48095,41219
2596,48097,54759
2597,48099,38222
2598,48101,68268
2599,48103,49749
2600,48105,46364
2601,48107,41146
2602,48109,69350
2603,48111,65132
2604,48113,65401
2605,48115,42595
2606,48117,54950
2607,48119,43628
2608,48121,63283
2609,48123,60890
2610,48125,38730
2611,48127,44874
2612,48129,45336
2613,48131,42410
2614,48133,65416
2615,48135,49887
2616,48137,55329
2617,48139,49333
2618,48141,41818
2619,48143,43900
2620,48145,39865
2621,48147,42562
2622,48149,57962
2623,48151,49100
2624,48153,42627
2625,48155,52630
2626,48157,61791
2627,48159,44725
2628,48161,40407
2629,48163,33407
2630,48165,47826
2631,48167,57941
2632,48169,31223
2633,48171,68885
2634,48173,87334
2635,48175,49513
2636,48177,47272
2637,48179,45091
2638,48181,47045
2639,48183,49152
2640,48185,39033
2641,48187,49405
2642,48189,38674
2643,48191,35416
2644,48193,65685
2645,48195,66588
2646,48197,45863
2647,48199,49159
2648,48201,60183
2649,48203,45396
2650,48205,76005
2651,48207,46070
2652,48209,50212
2653,48211,61340
2654,48213,43356
2655,48215,31153
2656,48217,44776
2657,48219,46051
2658,48221,55132
2659,48223,45219
2660,48225,44693
2661,48227,45105
2662,48229,26835
2663,48231,42819
2664,48233,46860
2665,48235,72353
2666,48237,41038
2667,48239,47642
2668,48241,43486
2669,48243,48623
2670,48245,46547
2671,48247,36847
2672,48249,46483
2673,48251,47654
2674,48253,35520
2675,48255,61330
2676,48257,47580
2677,48259,84853
2678,48261,46296
2679,48263,51139
2680,48265,56093
2681,48267,48071
2682,48269,81541
2683,48271,35119
2684,48273,43560
2685,48275,42857
2686,48277,46538
2687,48279,50667
2688,48281,54153
2689,48283,41114
2690,48285,57399
2691,48287,53791
2692,48289,42878
2693,48291,40904
2694,48293,41072
2695,48295,83655
2696,48297,38734
2697,48299,52538
2698,48301,49072
2699,48303,46502
2700,48305,40351
2701,48307,41306
2702,48309,45772
2703,48311,73356
2704,48313,35865
2705,48315,42536
2706,48317,64602
2707,48319,49261
2708,48321,48150
2709,48323,35133
2710,48325,44456
2711,48327,41220
2712,48329,126631
2713,48331,40552
2714,48333,45663
2715,48335,37113
2716,48337,44790
2717,48339,65516
2718,48341,51476
2719,48343,43036
2720,48345,39505
2721,48347,41188
2722,48349,42869
2723,48351,36839
2724,48353,48017
2725,48355,47999
2726,48357,59892
2727,48359,56033
2728,48361,48173
2729,48363,45095
2730,48365,47191
2731,48367,59929
2732,48369,57137
2733,48371,40391
2734,48373,42830
2735,48375,49498
2736,48377,53222
2737,48379,38200
2738,48381,52391
2739,48383,54091
2740,48385,40667
2741,48387,47762
2742,48389,44232
2743,48391,48266
2744,48393,52804
2745,48395,45866
2746,48397,64943
2747,48399,44352
2748,48401,39551
2749,48403,40477
2750,48405,43642
2751,48407,39298
2752,48409,48391
2753,48411,40340
2754,48413,46015
2755,48415,47272
2756,48417,86294
2757,48419,44038
2758,48421,91855
2759,48423,57076
2760,48425,50164
2761,48427,32146
2762,48429,45759
2763,48431,63329
2764,48433,59419
2765,48435,56622
2766,48437,53734
2767,48439,55615
2768,48441,52429
2769,48443,61631
2770,48445,41634
2771,48447,44582
2772,48449,41207
2773,48451,52947
2774,48453,74032
2775,48455,39206
2776,48457,36694
2777,48459,39674
2778,48461,50428
2779,48463,45255
2780,48465,41079
2781,48467,42656
2782,48469,53881
2783,48471,32334
2784,48473,44779
2785,48475,48109
2786,48477,58426
2787,48479,35626
2788,48481,48384
2789,48483,48691
2790,48485,46322
2791,48487,49537
2792,48489,31710
2793,48491,56693
2794,48493,49745
2795,48495,62259
2796,48497,48435
2797,48499,42978
2798,48501,44395
2799,48503,53227
2800,48505,28981
2801,48507,33303
2802,49001,41667
2803,49003,44131
2804,49005,44947
2805,49007,42459
2806,49009,48761
2807,49011,51852
2808,49013,40780
2809,49015,38057
2810,49017,44411
2811,49019,60928
2812,49021,36412
2813,49023,42531
2814,49025,45074
2815,49027,41843
2816,49029,58631
2817,49031,48595
2818,49033,42762
2819,49035,59077
2820,49037,30198
2821,49039,32927
2822,49041,39383
2823,49043,156537
2824,49045,41301
2825,49047,32945
2826,49049,46465
2827,49051,61653
2828,49053,43782
2829,49055,46145
2830,49057,46675
2831,50001,55981
2832,50003,59131
2833,50005,48094
2834,50007,64605
2835,50009,44173
2836,50011,52181
2837,50013,64231
2838,50015,59635
2839,50017,53146
2840,50019,49998
2841,50021,57283
2842,50023,64997
2843,50025,56610
2844,50027,63786
2845,51001,53762
2846,51007,46780
2847,51009,40293
2848,51011,41750
2849,51013,100823
2850,51017,70050
2851,51019,49457
2852,51021,39609
2853,51023,53767
2854,51025,36499
2855,51027,38969
2856,51029,33425
2857,51033,46682
2858,51036,51498
2859,51037,38547
2860,51041,58069
2861,51043,69117
2862,51045,41988
2863,51047,50509
2864,51049,41225
2865,51051,37046
2866,51057,46657
2867,51061,74801
2868,51063,42304
2869,51065,48440
2870,51067,44821
2871,51071,43561
2872,51073,53341
2873,51075,105619
2874,51077,35093
2875,51079,48573
2876,51083,40542
2877,51085,64704
2878,51087,69872
2879,51091,46315
2880,51093,59285
2881,51097,48888
2882,51099,57377
2883,51101,50951
2884,51103,63885
2885,51105,33056
2886,51107,84374
2887,51109,46040
2888,51111,35793
2889,51113,51608
2890,51115,59026
2891,51117,40693
2892,51119,55466
2893,51125,55869
2894,51127,77957
2895,51131,62614
2896,51133,57093
2897,51135,38594
2898,51137,53217
2899,51139,42307
2900,51141,36426
2901,51145,61547
2902,51147,33868
2903,51155,43583
2904,51157,70807
2905,51159,40791
2906,51167,36423
2907,51169,35882
2908,51171,49948
2909,51173,40220
2910,51179,58635
2911,51181,47927
2912,51183,35062
2913,51185,39795
2914,51187,50504
2915,51193,48577
2916,51197,39116
2917,51510,93835
2918,51550,53622
2919,51650,46165
2920,51700,45781
2921,51710,42996
2922,51740,44871
2923,51760,59148
2924,51770,46727
2925,51800,55561
2926,51810,60796
2927,51901,77606
2928,51903,43230
2929,51907,47794
2930,51911,41030
2931,51913,38908
2932,51918,44938
2933,51919,88971
2934,51921,54832
2935,51923,36450
2936,51929,43380
2937,51931,68279
2938,51933,39442
2939,51939,42121
2940,51941,41732
2941,51942,59812
2942,51944,54977
2943,51945,43534
2944,51947,43232
2945,51949,46909
2946,51951,55077
2947,51953,42796
2948,51955,35929
2949,51958,62645
2950,53001,49618
2951,53003,49273
2952,53005,51757
2953,53007,60518
2954,53009,49718
2955,53011,57863
2956,53013,57249
2957,53015,48232
2958,53017,45305
2959,53019,39899
2960,53021,43271
2961,53023,57967
2962,53025,48468
2963,53027,43710
2964,53029,59200
2965,53031,56585
2966,53033,96647
2967,53035,60704
2968,53037,45267
2969,53039,51973
2970,53041,47752
2971,53043,50851
2972,53045,45901
2973,53047,47535
2974,53049,43749
2975,53051,46571
2976,53053,56532
2977,53055,81858
2978,53057,57315
2979,53059,49519
2980,53061,62267
2981,53063,50038
2982,53065,42740
2983,53067,56007
2984,53069,47027
2985,53071,51767
2986,53073,52787
2987,53075,44628
2988,53077,49099
2989,54001,35878
2990,54003,45610
2991,54005,39493
2992,54007,34972
2993,54009,49579
2994,54011,46805
2995,54013,34734
2996,54015,35702
2997,54017,32085
2998,54019,38680
2999,54021,31020
3000,54023,40571
3001,54025,40759
3002,54027,39802
3003,54029,47007
3004,54031,38269
3005,54033,52124
3006,54035,41622
3007,54037,54836
3008,54039,52969
3009,54041,43634
3010,54043,35309
3011,54045,41110
3012,54047,34918
3013,54049,45684
3014,54051,44092
3015,54053,37641
3016,54055,41372
3017,54057,45193
3018,54059,35115
3019,54061,48802
3020,54063,35005
3021,54065,39311
3022,54067,37492
3023,54069,61452
3024,54071,40054
3025,54073,46074
3026,54075,43810
3027,54077,40563
3028,54079,50363
3029,54081,45356
3030,54083,41194
3031,54085,42068
3032,54087,40224
3033,54089,37181
3034,54091,43460
3035,54093,47175
3036,54095,41195
3037,54097,37337
3038,54099,37566
3039,54101,33320
3040,54103,38428
3041,54105,35205
3042,54107,48566
3043,54109,33534
3044,55001,44159
3045,55003,44520
3046,55005,53179
3047,55007,53369
3048,55009,56093
3049,55011,50518
3050,55013,48574
3051,55015,55460
3052,55017,50639
3053,55019,46154
3054,55021,56134
3055,55023,46113
3056,55025,66094
3057,55027,48547
3058,55029,66516
3059,55031,45962
3060,55033,44626
3061,55035,52141
3062,55037,56604
3063,55039,52813
3064,55041,44657
3065,55043,49410
3066,55045,56620
3067,55047,47898
3068,55049,53603
3069,55051,53164
3070,55053,49528
3071,55055,49591
3072,55057,42620
3073,55059,51229
3074,55061,52638
3075,55063,54532
3076,55065,48891
3077,55067,48036
3078,55069,50216
3079,55071,50829
3080,55073,55136
3081,55075,49557
3082,55077,45391
3083,55078,35082
3084,55079,51002
3085,55081,45741
3086,55083,50060
3087,55085,54861
3088,55087,54862
3089,55089,87395
3090,55091,54316
3091,55093,48775
3092,55095,50730
3093,55097,49815
3094,55099,49837
3095,55101,53094
3096,55103,48516
3097,55105,48836
3098,55107,48292
3099,55109,59602
3100,55111,55166
3101,55113,50276
3102,55115,47067
3103,55117,55616
3104,55119,46070
3105,55121,48324
3106,55123,44976
3107,55125,55140
3108,55127,53546
3109,55129,52457
3110,55131,62506
3111,55133,75958
3112,55135,49711
3113,55137,44594
3114,55139,50840
3115,55141,50929
3116,55901,(NA)
3117,56001,43148
3118,56003,43939
3119,56005,53932
3120,56007,59028
3121,56009,64373
3122,56011,47752
3123,56013,48350
3124,56015,44562
3125,56017,67005
3126,56019,56748
3127,56021,55094
3128,56023,48449
3129,56025,68447
3130,56027,55291
3131,56029,59827
3132,56031,52359
3133,56033,61543
3134,56035,54496
3135,56037,54000
3136,56039,220645
3137,56041,42854
3138,56043,54361
3139,56045,47599
